Truck no.,Docket no.,Delivery Date, Source, Description, Paid Kms, Invoice QTY, Unit, Unit price, Total (Excl. GST), GST Payable, Total (Inc. GST),Delivery Date, Source, Description, Paid Kms, Invoice QTY, Unit, Unit price, Total (Excl. GST), GST Payable, Total (Inc. GST),Delivery Date, Source, Description, Paid Kms, Invoice QTY, Unit, Unit price, Total (Excl. GST), GST Payable, Total (Inc. GST),Delivery Date, Source, Description, Paid Kms, Invoice QTY, Unit, Unit price, Total (Excl. GST), GST Payable, Total (Inc. GST) 
10473,25645828,03/04/23,BROOKVALE,KING ST MANLY VALE CARTAGE OTHER PER KM PER CU M,4.0000,6.5000,CUBIC ME,37.1900,241.74,24.17,265.91,03/04/23,BROOKVALE,TRUCK TRANSFER PER KM,,72.0000,KILOMET,2.2500,162.00,16.20,178.20,03/04/23,BROOKVALE,FEE SERVICE WAITING TIME PER MINUTE,,20.0000,MINUTE,1.9500,39.00,3.90,42.90
10473,27184801,04/04/23,FOURTH AVE,TRUCK TRANSFER PER KM,,36.0000,KILOMET,2.2500,81.00,8.10,89.10
10473,27184836,04/04/23,FOURTH AVE,19 ATTUNGA ST BAULKHAM HILLS CARTAGE OTHER PER KM PER CU M,13.5000,7.0000,CUBIC ME,47.6400,333.48,33.35,366.83
10473,27184801,04/04/23,FOURTH AVE,40 SOLENT CIRT NORWEST CARTAGE OTHER PER KM PER CU M,9.0000,6.4000,CUBIC ME,42.6900,273.22,27.32,300.54
10473,27184815,04/04/23,FOURTH AVE,17 BUDAWANG AVE NORTH KELLYVILLE CARTAGE OTHER PER KM PER CU M,13.0000,7.0000,CUBIC ME,47.0900,329.63,32.96,362.59
10473,26538280,05/04/23,NARELLAN,54 Central Hills Dr Gregory Hills CARTAGE OTHER PER KM PER CU M,4.0000,6.8000,CUBIC ME,37.1900,252.89,25.29,278.18
10473,26538289,05/04/23,NARELLAN,FEE SERVICE WAITING TIME PER MINUTE,,35.0000,MINUTE,1.9500,68.25,6.83,75.08,05/04/23,NARELLAN,54 Central Hills Dr Gregory Hills CARTAGE OTHER PER KM PER CU M,4.0000,6.8000,CUBIC ME,37.1900,252.89,25.29,278.18
10473,26538299,05/04/23,NARELLAN,54 Central Hills Dr Gregory Hills CARTAGE OTHER PER KM PER CU M,4.0000,6.0000,CUBIC ME,37.1900,223.14,22.31,245.45
10473,25646031,12/04/23,BROOKVALE,68 Spencer Rd Killara CARTAGE OTHERPER KM PER CU M,18.0000,4.0000,CUBIC ME,52.5900,210.36,21.04,231.40
10473,25646018,12/04/23,BROOKVALE,TRUCK TRANSFER PER KM,,72.0000,KILOMET,2.2500,162.00,16.20,178.20
10473,25646043,12/04/23,BROOKVALE,11 Fromelles Ave Seaforth CARTAGE OTHER PER KM PER CU M,7.0000,4.0000,CUBIC ME,40.4900,161.96,16.20,178.16,12/04/23,BROOKVALE,FEE SERVICE WAITING TIME PER MINUTE,,10.0000,MINUTE,1.9500,19.50,1.95,21.45
10473,25646018,12/04/23,BROOKVALE,1 Echunga Rd Duffys Forest CARTAGEOTHER PER KM PER CU M,18.0000,3.5000,CUBIC ME,52.5900,184.07,18.41,202.48
10473,25646053,12/04/23,BROOKVALE,FEE SERVICE WAITING TIME PER MINUTE,,5.0000,MINUTE,1.9500,9.75,0.98,10.73,12/04/23,BROOKVALE,1  WANAKA PL BELROSE CARTAGE OTHERPER KM PER CU M,8.5000,6.8000,CUBIC ME,42.1400,286.55,28.66,315.21
10473,27396563,13/04/23,AUBURN,250-252  MERRYLANDS RD MERRYLANDS CARTAGE OTHER PER KM PER CU M,5.5000,6.4000,CUBIC ME,38.8400,248.58,24.86,273.44
10473,27396567,13/04/23,AUBURN,250-252  MERRYLANDS RD MERRYLANDS CARTAGE OTHER PER KM PER CU M,5.5000,6.4000,CUBIC ME,38.8400,248.58,24.86,273.44
10473,26721325,13/04/23,SMITHFIELD,250-252  MERRYLANDS RD MERRYLANDS CARTAGE OTHER PER KM PER CU M,9.0000,6.4000,CUBIC ME,42.6900,273.22,27.32,300.54
10473,25646105,14/04/23,BROOKVALE,37 GLADSTONE ST NEWPORT CARTAGE OTHER PER KM PER CU M,14.5000,5.6000,CUBIC ME,48.7400,272.94,27.29,300.23,14/04/23,BROOKVALE,FEE SERVICE WAITING TIME PER MINUTE,,10.0000,MINUTE,1.9500,19.50,1.95,21.45,14/04/23,BROOKVALE,TRUCK TRANSFER PER KM,,72.0000,KILOMET,2.2500,162.00,16.20,178.20
10473,25646126,14/04/23,BROOKVALE,22 Wesley St Elanora Heights CARTAGE OTHER PER KM PER CU M,12.0000,3.2000,CUBIC ME,45.9900,147.17,14.72,161.89
